time,x,y,z,ax,ay,az,q
1581952747,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952747,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952748,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.704,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952749,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952750,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
